Cut	FaceIndex	Character
ep7.mov.Scene-769-OUT	00	Theon Greyjoy
ep7.mov.Scene-770-IN	00	Unknown Person
ep7.mov.Scene-770-IN	01	Unknown Person
ep7.mov.Scene-209-OUT	01	Podrick
ep7.mov.Scene-209-OUT	00	Bronn
ep7.mov.Scene-491-OUT	00	Missandei
ep7.mov.Scene-491-OUT	01	Varys
ep7.mov.Scene-492-OUT	00	Jon Snow
ep7.mov.Scene-494-IN	00	Cersei Lannister
ep7.mov.Scene-154-IN	00	the hound
ep7.mov.Scene-154-OUT	00	the hound
ep7.mov.Scene-155-IN	00	Brienne of Tarth
ep7.mov.Scene-155-IN	01	Unknown Person
ep7.mov.Scene-155-OUT	00	Brienne of Tarth
ep7.mov.Scene-155-OUT	01	Unknown Person
ep7.mov.Scene-156-IN	03	Unknown Person
ep7.mov.Scene-156-IN	00	Bronn
ep7.mov.Scene-156-IN	01	Podrick
ep7.mov.Scene-156-IN	02	Yara Greyjoy
ep7.mov.Scene-1168-IN	00	Arya Stark
ep7.mov.Scene-1168-OUT	00	Arya Stark
ep7.mov.Scene-1169-IN	00	Sansa Stark
ep7.mov.Scene-1169-OUT	00	Sansa Stark
ep7.mov.Scene-116-IN	00	Varys
ep7.mov.Scene-116-IN	01	Theon Greyjoy
ep7.mov.Scene-116-IN	02	Tyrion Lannister
ep7.mov.Scene-116-IN	03	Unknown Person
ep7.mov.Scene-194-IN	00	Unknown Person
ep7.mov.Scene-194-IN	01	Tyrion Lannister
ep7.mov.Scene-194-OUT	00	Tyrion Lannister
ep7.mov.Scene-196-IN	00	Unknown Person
ep7.mov.Scene-196-IN	01	Podrick
ep7.mov.Scene-196-OUT	01	Unknown Person
ep7.mov.Scene-196-OUT	00	Missandei
ep7.mov.Scene-990-OUT	00	Peytr Baelish
ep7.mov.Scene-1173-OUT	00	Arya Stark
ep7.mov.Scene-1174-IN	00	Sansa Stark
ep7.mov.Scene-1174-OUT	00	Sansa Stark
ep7.mov.Scene-1175-IN	00	Arya Stark
ep7.mov.Scene-1175-OUT	00	Arya Stark
ep7.mov.Scene-1176-IN	00	Sansa Stark
ep7.mov.Scene-1176-OUT	00	Sansa Stark
ep7.mov.Scene-938-IN	00	Unknown Person
ep7.mov.Scene-948-IN	00	Unknown Person
ep7.mov.Scene-1083-IN	00	Cersei Lannister
ep7.mov.Scene-1084-IN	00	Jaime Lannister
ep7.mov.Scene-707-OUT	00	Jon Snow
ep7.mov.Scene-708-IN	00	Daenerys Targaryen
ep7.mov.Scene-708-OUT	00	Daenerys Targaryen
ep7.mov.Scene-146-IN	00	Ser Davos
ep7.mov.Scene-146-IN	01	Theon Greyjoy
ep7.mov.Scene-146-IN	02	Unknown Person
ep7.mov.Scene-146-OUT	00	Ser Davos
ep7.mov.Scene-146-OUT	01	Unknown Person
ep7.mov.Scene-147-OUT	00	Bronn
ep7.mov.Scene-148-IN	00	Jon Snow
ep7.mov.Scene-148-IN	01	Unknown Person
ep7.mov.Scene-148-IN	02	Ser Davos
ep7.mov.Scene-418-OUT	00	Jon Snow
ep7.mov.Scene-419-IN	00	Cersei Lannister
ep7.mov.Scene-419-IN	01	Qyburn
ep7.mov.Scene-419-OUT	00	Cersei Lannister
ep7.mov.Scene-420-IN	00	Jaime Lannister
ep7.mov.Scene-420-OUT	00	Jaime Lannister
ep7.mov.Scene-421-IN	01	Jon Snow
ep7.mov.Scene-421-IN	00	Jaime Lannister
ep7.mov.Scene-545-IN	00	Tyrion Lannister
ep7.mov.Scene-577-OUT	00	Tyrion Lannister
ep7.mov.Scene-491-IN	00	Missandei
ep7.mov.Scene-491-IN	01	Varys
ep7.mov.Scene-491-IN	02	Unknown Person
ep7.mov.Scene-1005-OUT	00	Arya Stark____Unknown Person
ep7.mov.Scene-1005-OUT	01	Peytr Baelish
ep7.mov.Scene-692-OUT	00	Cersei Lannister
ep7.mov.Scene-693-IN	00	Daenerys Targaryen
ep7.mov.Scene-693-IN	01	Missandei
ep7.mov.Scene-693-IN	02	Jon Snow
ep7.mov.Scene-693-OUT	00	Missandei
ep7.mov.Scene-693-OUT	01	Jon Snow
ep7.mov.Scene-694-IN	00	Cersei Lannister
ep7.mov.Scene-694-OUT	00	Cersei Lannister
ep7.mov.Scene-234-OUT	00	Tyrion Lannister
ep7.mov.Scene-235-IN	00	Cersei Lannister
ep7.mov.Scene-235-OUT	00	Euron Greyjoy
ep7.mov.Scene-236-IN	03	Unknown Person
ep7.mov.Scene-236-IN	00	Theon Greyjoy
ep7.mov.Scene-236-IN	01	Unknown Person
ep7.mov.Scene-236-IN	02	Unknown Person
ep7.mov.Scene-261-OUT	00	Jaime Lannister
ep7.mov.Scene-122-IN	00	Tyrion Lannister
ep7.mov.Scene-122-OUT	00	Tyrion Lannister
ep7.mov.Scene-487-OUT	00	Jaime Lannister
ep7.mov.Scene-488-IN	00	Cersei Lannister
ep7.mov.Scene-488-OUT	00	Cersei Lannister
ep7.mov.Scene-215-OUT	00	Jorah Mormont
ep7.mov.Scene-598-IN	00	Cersei Lannister
ep7.mov.Scene-598-OUT	00	Cersei Lannister
ep7.mov.Scene-601-IN	00	Cersei Lannister
ep7.mov.Scene-601-OUT	00	Cersei Lannister
ep7.mov.Scene-702-IN	00	Sansa Stark
ep7.mov.Scene-704-IN	00	Peytr Baelish
ep7.mov.Scene-1167-OUT	00	Sansa Stark
ep7.mov.Scene-227-OUT	00	Cersei Lannister
ep7.mov.Scene-228-IN	00	Jon Snow
ep7.mov.Scene-229-OUT	00	Jon Snow
ep7.mov.Scene-230-IN	00	Jaime Lannister
ep7.mov.Scene-230-IN	01	Euron Greyjoy
ep7.mov.Scene-230-IN	02	Qyburn
ep7.mov.Scene-230-OUT	00	Jaime Lannister
ep7.mov.Scene-274-IN	00	Ser Davos
ep7.mov.Scene-274-OUT	00	Jon Snow
ep7.mov.Scene-274-OUT	01	Ser Davos
ep7.mov.Scene-290-IN	00	Missandei
ep7.mov.Scene-290-IN	01	Daenerys Targaryen
ep7.mov.Scene-290-IN	02	Tyrion Lannister
ep7.mov.Scene-290-OUT	00	Daenerys Targaryen
ep7.mov.Scene-291-IN	00	Cersei Lannister
ep7.mov.Scene-291-OUT	00	Cersei Lannister
ep7.mov.Scene-292-IN	00	Daenerys Targaryen
ep7.mov.Scene-292-OUT	00	Daenerys Targaryen
ep7.mov.Scene-292-OUT	01	Tyrion Lannister
ep7.mov.Scene-1151-OUT	00	Jon Snow
ep7.mov.Scene-1152-IN	00	Daenerys Targaryen
ep7.mov.Scene-1046-OUT	00	Cersei Lannister
ep7.mov.Scene-1048-IN	00	Cersei Lannister
ep7.mov.Scene-1048-OUT	00	Cersei Lannister
ep7.mov.Scene-1049-OUT	00	Jaime Lannister
ep7.mov.Scene-1050-IN	00	Cersei Lannister
ep7.mov.Scene-424-IN	00	Tyrion Lannister
ep7.mov.Scene-424-IN	01	Varys
ep7.mov.Scene-429-IN	00	Jon Snow
ep7.mov.Scene-429-OUT	00	Jon Snow
ep7.mov.Scene-431-IN	00	Unknown - not a face
ep7.mov.Scene-432-IN	00	the hound
ep7.mov.Scene-529-IN	00	Jaime Lannister
ep7.mov.Scene-529-OUT	00	Daenerys Targaryen
ep7.mov.Scene-529-OUT	01	Unknown Person
ep7.mov.Scene-530-IN	00	Jon Snow
ep7.mov.Scene-530-OUT	00	Jon Snow
ep7.mov.Scene-531-IN	00	Tyrion Lannister
ep7.mov.Scene-332-IN	00	Daenerys Targaryen
ep7.mov.Scene-332-OUT	00	Daenerys Targaryen
ep7.mov.Scene-333-IN	00	Jon Snow
ep7.mov.Scene-333-IN	01	Tyrion Lannister
ep7.mov.Scene-333-OUT	00	Jon Snow
ep7.mov.Scene-334-IN	00	Jon Snow
ep7.mov.Scene-334-OUT	00	Jon Snow
ep7.mov.Scene-335-IN	00	Cersei Lannister
ep7.mov.Scene-335-IN	01	Qyburn
ep7.mov.Scene-236-OUT	00	Theon Greyjoy
ep7.mov.Scene-236-OUT	01	Unknown Person
ep7.mov.Scene-237-IN	00	Euron Greyjoy
ep7.mov.Scene-239-IN	00	Cersei Lannister
ep7.mov.Scene-239-OUT	00	Cersei Lannister
ep7.mov.Scene-240-IN	00	the hound
ep7.mov.Scene-242-OUT	00	the hound
ep7.mov.Scene-248-IN	00	the hound
ep7.mov.Scene-1016-IN	00	Arya Stark
ep7.mov.Scene-1016-IN	01	Sansa Stark
ep7.mov.Scene-1019-IN	00	Cersei Lannister
ep7.mov.Scene-1122-OUT	00	Samwell Tarly
ep7.mov.Scene-150-OUT	03	Unknown Person
ep7.mov.Scene-150-OUT	00	Bronn
ep7.mov.Scene-150-OUT	01	Brienne of Tarth
ep7.mov.Scene-150-OUT	02	Podrick
ep7.mov.Scene-709-IN	00	Jorah Mormont
ep7.mov.Scene-709-OUT	00	Jorah Mormont
ep7.mov.Scene-709-OUT	01	Varys
ep7.mov.Scene-710-OUT	00	Daenerys Targaryen
ep7.mov.Scene-714-IN	00	Varys
ep7.mov.Scene-714-OUT	00	Jorah Mormont
ep7.mov.Scene-716-IN	00	Ser Davos
ep7.mov.Scene-716-OUT	00	Theon Greyjoy
ep7.mov.Scene-501-IN	00	Daenerys Targaryen
ep7.mov.Scene-501-IN	01	Jorah Mormont
ep7.mov.Scene-501-OUT	00	Daenerys Targaryen
ep7.mov.Scene-501-OUT	01	Jorah Mormont
ep7.mov.Scene-860-IN	00	Unknown Person
ep7.mov.Scene-861-IN	00	Unknown Person
ep7.mov.Scene-861-IN	01	Unknown Person
ep7.mov.Scene-861-IN	02	Unknown Person
ep7.mov.Scene-785-IN	00	Theon Greyjoy
ep7.mov.Scene-785-OUT	00	Theon Greyjoy
ep7.mov.Scene-786-OUT	00	Unknown Person
ep7.mov.Scene-787-IN	00	Theon Greyjoy
ep7.mov.Scene-787-OUT	00	Theon Greyjoy
ep7.mov.Scene-788-OUT	00	Unknown Person
ep7.mov.Scene-789-IN	00	Theon Greyjoy
ep7.mov.Scene-317-IN	00	Theon Greyjoy
ep7.mov.Scene-153-OUT	00	Bronn
ep7.mov.Scene-153-OUT	01	Podrick
ep7.mov.Scene-153-OUT	02	Yara Greyjoy
ep7.mov.Scene-479-OUT	00	Daenerys Targaryen
ep7.mov.Scene-479-OUT	01	Missandei
ep7.mov.Scene-306-IN	00	Varys
ep7.mov.Scene-494-OUT	00	Cersei Lannister
ep7.mov.Scene-495-IN	00	Tyrion Lannister
ep7.mov.Scene-495-OUT	00	Tyrion Lannister
ep7.mov.Scene-496-IN	00	Jon Snow
ep7.mov.Scene-496-OUT	00	Jon Snow
ep7.mov.Scene-497-IN	00	Daenerys Targaryen
ep7.mov.Scene-497-OUT	00	Daenerys Targaryen
ep7.mov.Scene-489-IN	00	Daenerys Targaryen
ep7.mov.Scene-489-OUT	00	Daenerys Targaryen
ep7.mov.Scene-490-IN	00	Cersei Lannister
ep7.mov.Scene-490-OUT	00	Cersei Lannister
ep7.mov.Scene-198-IN	00	Tyrion Lannister
ep7.mov.Scene-198-IN	01	Podrick
ep7.mov.Scene-198-OUT	00	Podrick
ep7.mov.Scene-198-OUT	01	Tyrion Lannister
ep7.mov.Scene-198-OUT	02	Varys
ep7.mov.Scene-201-OUT	02	Unknown Person
ep7.mov.Scene-201-OUT	03	Jorah Mormont
ep7.mov.Scene-201-OUT	00	Jon Snow
ep7.mov.Scene-201-OUT	01	Podrick
ep7.mov.Scene-353-IN	00	the hound
ep7.mov.Scene-353-OUT	00	the hound
ep7.mov.Scene-355-IN	00	Euron Greyjoy
ep7.mov.Scene-355-OUT	00	Euron Greyjoy
ep7.mov.Scene-360-OUT	00	Cersei Lannister
ep7.mov.Scene-362-OUT	01	Daenerys Targaryen
ep7.mov.Scene-362-OUT	00	Jorah Mormont
ep7.mov.Scene-315-IN	00	Daenerys Targaryen
ep7.mov.Scene-315-IN	01	Theon Greyjoy
ep7.mov.Scene-315-OUT	00	Theon Greyjoy
ep7.mov.Scene-315-OUT	01	Daenerys Targaryen
ep7.mov.Scene-316-IN	00	Euron Greyjoy
ep7.mov.Scene-316-IN	01	Varys
ep7.mov.Scene-316-OUT	00	Varys
ep7.mov.Scene-301-IN	00	Theon Greyjoy
ep7.mov.Scene-301-OUT	00	Theon Greyjoy
ep7.mov.Scene-302-IN	00	Tyrion Lannister
ep7.mov.Scene-302-OUT	00	Tyrion Lannister
ep7.mov.Scene-303-IN	00	Jaime Lannister
ep7.mov.Scene-303-OUT	00	Jaime Lannister
ep7.mov.Scene-304-IN	00	Tyrion Lannister
ep7.mov.Scene-304-IN	01	Varys
ep7.mov.Scene-1144-OUT	00	Bran Stark
ep7.mov.Scene-1146-IN	00	Bran Stark
ep7.mov.Scene-1146-OUT	00	Bran Stark
ep7.mov.Scene-114-IN	00	Bronn
ep7.mov.Scene-1150-OUT	00	Daenerys Targaryen
ep7.mov.Scene-1151-IN	00	Jon Snow
ep7.mov.Scene-789-OUT	00	Theon Greyjoy
ep7.mov.Scene-790-IN	00	Unknown Person
ep7.mov.Scene-790-OUT	00	Unknown Person
ep7.mov.Scene-791-IN	00	Theon Greyjoy
ep7.mov.Scene-791-OUT	00	Theon Greyjoy
ep7.mov.Scene-792-IN	00	Unknown Person
ep7.mov.Scene-793-IN	00	Theon Greyjoy
ep7.mov.Scene-1182-OUT	00	Arya Stark
ep7.mov.Scene-1182-OUT	01	Sansa Stark
ep7.mov.Scene-312-OUT	00	Daenerys Targaryen
ep7.mov.Scene-312-OUT	01	Unknown Person
ep7.mov.Scene-312-OUT	02	Unknown Person
ep7.mov.Scene-312-OUT	03	Unknown Person
ep7.mov.Scene-312-OUT	04	Euron Greyjoy
ep7.mov.Scene-312-OUT	05	Unknown Person
ep7.mov.Scene-313-OUT	00	Unknown - not a face
ep7.mov.Scene-314-IN	00	Euron Greyjoy
ep7.mov.Scene-314-IN	01	Cersei Lannister
ep7.mov.Scene-314-IN	02	Qyburn
ep7.mov.Scene-314-OUT	00	Cersei Lannister
ep7.mov.Scene-314-OUT	01	Qyburn
ep7.mov.Scene-307-OUT	00	Theon Greyjoy
ep7.mov.Scene-307-OUT	01	Daenerys Targaryen
ep7.mov.Scene-308-OUT	00	Varys
ep7.mov.Scene-309-IN	00	Euron Greyjoy
ep7.mov.Scene-188-OUT	00	Bronn
ep7.mov.Scene-911-IN	00	Unknown Person
ep7.mov.Scene-919-IN	00	Unknown Person
ep7.mov.Scene-923-OUT	00	Bronn
ep7.mov.Scene-924-IN	00	Unknown Person
ep7.mov.Scene-926-IN	00	Unknown - not a face
ep7.mov.Scene-927-IN	00	Tyrion Lannister
ep7.mov.Scene-156-OUT	00	Bronn
ep7.mov.Scene-156-OUT	01	Podrick
ep7.mov.Scene-156-OUT	02	Brienne of Tarth
ep7.mov.Scene-157-IN	00	Missandei
ep7.mov.Scene-157-OUT	00	Missandei
ep7.mov.Scene-368-OUT	00	Daenerys Targaryen
ep7.mov.Scene-368-OUT	01	Theon Greyjoy
ep7.mov.Scene-368-OUT	02	Jorah Mormont
ep7.mov.Scene-159-OUT	00	Missandei
ep7.mov.Scene-159-OUT	01	Tyrion Lannister
ep7.mov.Scene-159-OUT	02	Jon Snow
ep7.mov.Scene-159-OUT	03	Unknown Person
ep7.mov.Scene-159-OUT	04	Unknown Person
ep7.mov.Scene-159-OUT	05	Theon Greyjoy____Unknown Person
ep7.mov.Scene-159-OUT	06	Unknown Person
ep7.mov.Scene-160-IN	00	Bronn
ep7.mov.Scene-161-IN	00	Missandei
ep7.mov.Scene-163-IN	00	Ser Davos
ep7.mov.Scene-1030-OUT	00	Jaime Lannister
ep7.mov.Scene-1031-IN	00	Cersei Lannister
ep7.mov.Scene-1031-OUT	00	Cersei Lannister
ep7.mov.Scene-1032-IN	00	Jaime Lannister
ep7.mov.Scene-1034-IN	00	Cersei Lannister
ep7.mov.Scene-1034-OUT	00	Cersei Lannister
ep7.mov.Scene-113-IN	00	Jaime Lannister
ep7.mov.Scene-113-OUT	00	Jaime Lannister
ep7.mov.Scene-1140-IN	00	Samwell Tarly
ep7.mov.Scene-1142-IN	00	Samwell Tarly
ep7.mov.Scene-158-IN	00	Unknown Person
ep7.mov.Scene-158-IN	01	Unknown Person
ep7.mov.Scene-158-IN	02	Unknown Person
ep7.mov.Scene-158-OUT	00	Unknown Person
ep7.mov.Scene-158-OUT	01	Unknown Person
ep7.mov.Scene-159-IN	07	Jorah Mormont
ep7.mov.Scene-159-IN	05	Ser Davos
ep7.mov.Scene-159-IN	06	Unknown Person
ep7.mov.Scene-159-IN	00	Missandei
ep7.mov.Scene-159-IN	01	Jon Snow
ep7.mov.Scene-159-IN	02	Unknown Person
ep7.mov.Scene-159-IN	03	Tyrion Lannister
ep7.mov.Scene-159-IN	04	Unknown Person
ep7.mov.Scene-1183-IN	00	Sansa Stark
ep7.mov.Scene-1183-OUT	00	Sansa Stark
ep7.mov.Scene-1183-OUT	01	Arya Stark
ep7.mov.Scene-1184-IN	00	Sansa Stark
ep7.mov.Scene-1184-IN	01	Arya Stark
ep7.mov.Scene-118-OUT	00	Tyrion Lannister
ep7.mov.Scene-119-IN	00	Jon Snow
ep7.mov.Scene-119-IN	01	Ser Davos
ep7.mov.Scene-806-OUT	00	Unknown Person
ep7.mov.Scene-807-IN	00	Unknown Person
ep7.mov.Scene-818-IN	00	Unknown Person
ep7.mov.Scene-433-IN	00	Ser Davos
ep7.mov.Scene-433-OUT	00	Ser Davos
ep7.mov.Scene-434-IN	00	Qyburn
ep7.mov.Scene-262-IN	00	Cersei Lannister
ep7.mov.Scene-263-IN	00	Jaime Lannister
ep7.mov.Scene-263-OUT	00	Jaime Lannister
ep7.mov.Scene-264-IN	00	Cersei Lannister
ep7.mov.Scene-382-OUT	00	Unknown Person
ep7.mov.Scene-383-OUT	00	Unknown Person
ep7.mov.Scene-383-OUT	01	Unknown Person
ep7.mov.Scene-384-IN	00	Unknown Person
ep7.mov.Scene-514-IN	00	Cersei Lannister
ep7.mov.Scene-514-OUT	00	Cersei Lannister
ep7.mov.Scene-515-IN	00	Jaime Lannister
ep7.mov.Scene-515-OUT	00	Jaime Lannister
ep7.mov.Scene-191-OUT	00	Tyrion Lannister
ep7.mov.Scene-191-OUT	01	Unknown Person
ep7.mov.Scene-192-IN	00	Varys
ep7.mov.Scene-192-IN	01	Unknown Person
ep7.mov.Scene-192-IN	02	Podrick
ep7.mov.Scene-192-IN	03	Jon Snow
ep7.mov.Scene-192-IN	04	Tyrion Lannister
ep7.mov.Scene-192-OUT	05	Theon Greyjoy
ep7.mov.Scene-192-OUT	06	Tyrion Lannister
ep7.mov.Scene-192-OUT	07	Unknown Person
ep7.mov.Scene-192-OUT	00	Varys
ep7.mov.Scene-192-OUT	01	Unknown Person
ep7.mov.Scene-192-OUT	02	Bronn
ep7.mov.Scene-192-OUT	03	Jon Snow
ep7.mov.Scene-192-OUT	04	Podrick
ep7.mov.Scene-1142-OUT	00	Samwell Tarly
ep7.mov.Scene-1143-IN	00	Bran Stark
ep7.mov.Scene-1143-OUT	00	Bran Stark
ep7.mov.Scene-1090-OUT	00	Jaime Lannister
ep7.mov.Scene-1092-IN	00	Jaime Lannister
ep7.mov.Scene-1092-OUT	00	Jaime Lannister
ep7.mov.Scene-774-OUT	00	Unknown Person
ep7.mov.Scene-774-OUT	01	Unknown Person
ep7.mov.Scene-774-OUT	02	Unknown Person
ep7.mov.Scene-777-IN	00	Theon Greyjoy
ep7.mov.Scene-777-OUT	00	Theon Greyjoy
ep7.mov.Scene-778-IN	01	Unknown Person
ep7.mov.Scene-778-IN	02	Jaime Lannister____Unknown Person
ep7.mov.Scene-778-IN	00	Unknown Person
ep7.mov.Scene-602-OUT	00	Tyrion Lannister
ep7.mov.Scene-605-IN	00	Cersei Lannister
ep7.mov.Scene-605-OUT	00	Cersei Lannister
ep7.mov.Scene-607-IN	00	Tyrion Lannister
ep7.mov.Scene-1021-OUT	00	Unknown Person
ep7.mov.Scene-1021-OUT	01	Unknown Person
ep7.mov.Scene-1021-OUT	02	Unknown Person
ep7.mov.Scene-1022-IN	00	Cersei Lannister
ep7.mov.Scene-1022-OUT	00	Jaime Lannister
ep7.mov.Scene-1025-IN	00	Jaime Lannister
ep7.mov.Scene-1025-OUT	00	Jaime Lannister
ep7.mov.Scene-300-IN	00	Euron Greyjoy
ep7.mov.Scene-300-OUT	00	Qyburn
ep7.mov.Scene-300-OUT	01	Euron Greyjoy
ep7.mov.Scene-422-OUT	00	Tyrion Lannister
ep7.mov.Scene-422-OUT	01	Unknown - not a face
ep7.mov.Scene-423-IN	00	Cersei Lannister
ep7.mov.Scene-423-OUT	00	Cersei Lannister
ep7.mov.Scene-443-OUT	00	Jon Snow
ep7.mov.Scene-444-IN	00	Jon Snow
ep7.mov.Scene-444-OUT	00	Jon Snow
ep7.mov.Scene-445-IN	00	Cersei Lannister
ep7.mov.Scene-445-OUT	00	Cersei Lannister
ep7.mov.Scene-446-IN	00	Jon Snow
ep7.mov.Scene-448-IN	00	Cersei Lannister
ep7.mov.Scene-536-IN	00	Tyrion Lannister
ep7.mov.Scene-659-OUT	00	Daenerys Targaryen
ep7.mov.Scene-1084-OUT	00	Jaime Lannister
ep7.mov.Scene-1085-OUT	00	Unknown - not a face____Cersei Lannister
ep7.mov.Scene-1086-IN	00	Jaime Lannister
ep7.mov.Scene-1086-OUT	00	Jaime Lannister
ep7.mov.Scene-1088-IN	00	Jaime Lannister
ep7.mov.Scene-1088-OUT	00	Jaime Lannister
ep7.mov.Scene-1090-IN	00	Jaime Lannister
ep7.mov.Scene-1177-IN	00	Arya Stark
ep7.mov.Scene-1177-OUT	00	Arya Stark
ep7.mov.Scene-1178-IN	00	Sansa Stark
ep7.mov.Scene-1178-OUT	00	Sansa Stark
ep7.mov.Scene-1179-IN	00	Arya Stark
ep7.mov.Scene-1179-OUT	00	Arya Stark
ep7.mov.Scene-421-OUT	00	Jaime Lannister
ep7.mov.Scene-1201-IN	00	Unknown Person
ep7.mov.Scene-1201-IN	01	Unknown Person
ep7.mov.Scene-1201-IN	02	Unknown Person
ep7.mov.Scene-1201-IN	03	Unknown Person
ep7.mov.Scene-1201-OUT	00	Unknown Person
ep7.mov.Scene-1201-OUT	01	Unknown Person
ep7.mov.Scene-120-IN	00	Jon Snow
ep7.mov.Scene-120-IN	01	Ser Davos
ep7.mov.Scene-120-OUT	00	Jon Snow
ep7.mov.Scene-120-OUT	01	Ser Davos
ep7.mov.Scene-1158-IN	00	Bran Stark
ep7.mov.Scene-1158-OUT	00	Bran Stark
ep7.mov.Scene-509-IN	00	Jon Snow
ep7.mov.Scene-509-OUT	00	Jon Snow
ep7.mov.Scene-510-IN	00	Daenerys Targaryen
ep7.mov.Scene-510-OUT	00	Daenerys Targaryen
ep7.mov.Scene-511-IN	00	Ser Davos
ep7.mov.Scene-511-OUT	00	Ser Davos
ep7.mov.Scene-502-IN	00	Cersei Lannister
ep7.mov.Scene-502-OUT	00	Cersei Lannister
ep7.mov.Scene-507-OUT	00	Jon Snow
ep7.mov.Scene-508-IN	00	Cersei Lannister
ep7.mov.Scene-508-OUT	00	Cersei Lannister
ep7.mov.Scene-484-IN	00	Cersei Lannister
ep7.mov.Scene-484-OUT	00	Cersei Lannister
ep7.mov.Scene-485-IN	00	Jorah Mormont
ep7.mov.Scene-485-IN	01	Daenerys Targaryen
ep7.mov.Scene-485-OUT	00	Daenerys Targaryen
ep7.mov.Scene-485-OUT	01	Jorah Mormont
ep7.mov.Scene-486-IN	00	Qyburn
ep7.mov.Scene-486-IN	01	Unknown - not a face
ep7.mov.Scene-486-OUT	00	Qyburn
ep7.mov.Scene-774-IN	00	Unknown Person
ep7.mov.Scene-774-IN	01	Unknown Person
ep7.mov.Scene-878-OUT	00	Unknown Person
ep7.mov.Scene-890-IN	00	Unknown Person
ep7.mov.Scene-890-OUT	00	Unknown Person
ep7.mov.Scene-892-IN	00	Tyrion Lannister
ep7.mov.Scene-148-OUT	00	Jon Snow
ep7.mov.Scene-148-OUT	01	Jorah Mormont
ep7.mov.Scene-149-IN	00	Missandei
ep7.mov.Scene-149-IN	01	Varys
ep7.mov.Scene-149-IN	02	Jorah Mormont
ep7.mov.Scene-149-OUT	00	Missandei
ep7.mov.Scene-150-IN	00	Bronn
ep7.mov.Scene-150-IN	01	Podrick
ep7.mov.Scene-150-IN	02	Unknown Person
ep7.mov.Scene-961-OUT	00	Unknown Person
ep7.mov.Scene-971-IN	00	Arya Stark
ep7.mov.Scene-971-OUT	00	Arya Stark
ep7.mov.Scene-975-OUT	00	Arya Stark
ep7.mov.Scene-976-OUT	00	Peytr Baelish
ep7.mov.Scene-977-OUT	00	Arya Stark
ep7.mov.Scene-980-IN	00	Peytr Baelish
ep7.mov.Scene-861-OUT	00	Unknown Person
ep7.mov.Scene-862-IN	00	Unknown Person
ep7.mov.Scene-862-IN	01	Unknown Person
ep7.mov.Scene-863-OUT	00	Unknown - not a face
ep7.mov.Scene-871-IN	00	Unknown Person
ep7.mov.Scene-873-IN	00	Unknown Person
ep7.mov.Scene-877-OUT	01	Unknown Person
ep7.mov.Scene-877-OUT	00	Unknown Person
ep7.mov.Scene-778-OUT	00	Bronn____Unknown Person
ep7.mov.Scene-778-OUT	01	Unknown Person
ep7.mov.Scene-778-OUT	02	Unknown Person
ep7.mov.Scene-779-IN	00	Theon Greyjoy
ep7.mov.Scene-779-OUT	00	Theon Greyjoy
ep7.mov.Scene-780-IN	00	Unknown Person
ep7.mov.Scene-780-IN	01	Unknown Person
ep7.mov.Scene-780-OUT	00	Unknown Person
ep7.mov.Scene-317-OUT	00	Theon Greyjoy
ep7.mov.Scene-318-OUT	00	Jaime Lannister
ep7.mov.Scene-319-IN	00	Tyrion Lannister
ep7.mov.Scene-319-IN	01	Varys
ep7.mov.Scene-320-IN	00	Cersei Lannister
ep7.mov.Scene-320-IN	01	Euron Greyjoy
ep7.mov.Scene-320-IN	02	Qyburn
ep7.mov.Scene-320-OUT	01	Qyburn
ep7.mov.Scene-320-OUT	00	Cersei Lannister
